Type de budget,Agrégat,Montant en € par habitant
VILLEPINTE,Remboursements d'emprunts hors GAD,65.0533114387724
VILLETANEUSE,Remboursements d'emprunts hors GAD,106.662008463287
AUBERVILLIERS,Annuité de la dette,217.525159557437
AULNAY-SOUS-BOIS,Annuité de la dette,160.87002174068
BAGNOLET,Annuité de la dette,321.190003880266
BLANC-MESNIL (LE ),Annuité de la dette,228.076950476909
BOBIGNY,Annuité de la dette,202.590693194925
BONDY,Annuité de la dette,259.777921804567
LE BOURGET,Annuité de la dette,174.157266209094
CLICHY-SOUS-BOIS,Annuité de la dette,114.439367582399
COUBRON,Annuité de la dette,52.226594157862
COURNEUVE (LA ),Annuité de la dette,142.847404185337
DRANCY,Annuité de la dette,175.345022220323
DUGNY,Annuité de la dette,89.6116434196793
EPINAY-SUR-SEINE,Annuité de la dette,85.9599670956952
GAGNY,Annuité de la dette,64.6670203046959
GOURNAY-SUR-MARNE,Annuité de la dette,93.3738429334488
ILE-SAINT-DENIS (L' ),Annuité de la dette,70.8032422442244
LILAS (LES),Annuité de la dette,144.207658589355
LIVRY-GARGAN,Annuité de la dette,72.4218646761269
MONTFERMEIL,Annuité de la dette,159.527582451533
MONTREUIL,Annuité de la dette,247.826234148972
NEUILLY-PLAISANCE,Annuité de la dette,65.2041584158416
NEUILLY-SUR-MARNE,Annuité de la dette,9.88907429649966
NOISY-LE-GRAND,Annuité de la dette,273.354640013197
NOISY-LE-SEC,Annuité de la dette,259.940741327456
PANTIN,Annuité de la dette,227.086569795742
PAVILLONS-SOUS-BOIS (LES),Annuité de la dette,61.6996523995916
PIERREFITTE-SUR-SEINE,Annuité de la dette,152.670584186671
PRE-SAINT-GERVAIS (LE ),Annuité de la dette,31.9329101749255
RAINCY (LE ),Annuité de la dette,40.3481728093396
ROMAINVILLE,Annuité de la dette,212.224105757842
ROSNY-SOUS-BOIS,Annuité de la dette,143.448985623181
SAINT-DENIS,Annuité de la dette,134.493571129129
SAINT-OUEN,Annuité de la dette,332.695406353178
SEVRAN,Annuité de la dette,239.944681890726
STAINS,Annuité de la dette,146.6783331655
TREMBLAY-EN-FRANCE,Annuité de la dette,9.67464686208932
VAUJOURS,Annuité de la dette,38.7355661180477
VILLEMOMBLE,Annuité de la dette,1.72692538108234
VILLEPINTE,Annuité de la dette,80.7431342836118
VILLETANEUSE,Annuité de la dette,118.354698691325
AUBERVILLIERS,Dépenses d'investissement,295.508617168878
AULNAY-SOUS-BOIS,Dépenses d'investissement,424.239391854967
BAGNOLET,Dépenses d'investissement,774.714695399113
BLANC-MESNIL (LE ),Dépenses d'investissement,866.008522390473
BOBIGNY,Dépenses d'investissement,513.708334486736
BONDY,Dépenses d'investissement,476.290137093469
LE BOURGET,Dépenses d'investissement,646.707374678269
CLICHY-SOUS-BOIS,Dépenses d'investissement,295.002837118582
COUBRON,Dépenses d'investissement,137.233838823286
COURNEUVE (LA ),Dépenses d'investissement,623.431894842216
DRANCY,Dépenses d'investissement,527.794524399624
DUGNY,Dépenses d'investissement,566.209103330487
EPINAY-SUR-SEINE,Dépenses d'investissement,400.888252799593
GAGNY,Dépenses d'investissement,303.300035890872
GOURNAY-SUR-MARNE,Dépenses d'investissement,216.13654540205
ILE-SAINT-DENIS (L' ),Dépenses d'investissement,745.259412541254
LILAS (LES),Dépenses d'investissement,244.450375594981
LIVRY-GARGAN,Dépenses d'investissement,333.975976319441
MONTFERMEIL,Dépenses d'investissement,1007.88452768981
MONTREUIL,Dépenses d'investissement,558.769992376632
NEUILLY-PLAISANCE,Dépenses d'investissement,180.149127680541
NEUILLY-SUR-MARNE,Dépenses d'investissement,450.401936627774
NOISY-LE-GRAND,Dépenses d'investissement,608.80494293898
NOISY-LE-SEC,Dépenses d'investissement,643.869928369722
PANTIN,Dépenses d'investissement,625.144893724423
PAVILLONS-SOUS-BOIS (LES),Dépenses d'investissement,500.62944264806
PIERREFITTE-SUR-SEINE,Dépenses d'investissement,322.860425046164
PRE-SAINT-GERVAIS (LE ),Dépenses d'investissement,378.416199448788
RAINCY (LE ),Dépenses d'investissement,303.810718794543
ROMAINVILLE,Dépenses d'investissement,858.522862491881
ROSNY-SOUS-BOIS,Dépenses d'investissement,422.850476857098
SAINT-DENIS,Dépenses d'investissement,444.003472211073
SAINT-OUEN,Dépenses d'investissement,616.264625433218
SEVRAN,Dépenses d'investissement,401.410139893208
STAINS,Dépenses d'investissement,365.979651326721
TREMBLAY-EN-FRANCE,Dépenses d'investissement,550.034860459234
VAUJOURS,Dépenses d'investissement,385.546667139614
VILLEMOMBLE,Dépenses d'investissement,285.862264527724
VILLEPINTE,Dépenses d'investissement,378.294142160203
VILLETANEUSE,Dépenses d'investissement,258.288305775409
AUBERVILLIERS,Dépenses totales,1581.34100987821
AULNAY-SOUS-BOIS,Dépenses totales,2142.77375282154
BAGNOLET,Dépenses totales,2569.87086890244
BLANC-MESNIL (LE ),Dépenses totales,2260.59398879129
BOBIGNY,Dépenses totales,2177.64713590927
BONDY,Dépenses totales,1818.33518906233
LE BOURGET,Dépenses totales,1968.89792621645
CLICHY-SOUS-BOIS,Dépenses totales,1776.53834308572
COUBRON,Dépenses totales,1255.66151025482
COURNEUVE (LA ),Dépenses totales,2070.02068261989
DRANCY,Dépenses totales,1816.65842392388
DUGNY,Dépenses totales,2260.45977891641
EPINAY-SUR-SEINE,Dépenses totales,1545.13067753781
GAGNY,Dépenses totales,1216.09636899832
GOURNAY-SUR-MARNE,Dépenses totales,1528.92410422983
ILE-SAINT-DENIS (L' ),Dépenses totales,1903.25215049505
LILAS (LES),Dépenses totales,1629.19911120727
LIVRY-GARGAN,Dépenses totales,1467.26104413805
MONTFERMEIL,Dépenses totales,2154.03613694292
MONTREUIL,Dépenses totales,2029.93550397903
NEUILLY-PLAISANCE,Dépenses totales,1322.53770118718
NEUILLY-SUR-MARNE,Dépenses totales,1737.74307395333
NOISY-LE-GRAND,Dépenses totales,2040.09440787007
NOISY-LE-SEC,Dépenses totales,1863.2955646624
PANTIN,Dépenses totales,2266.54218049721
PAVILLONS-SOUS-BOIS (LES),Dépenses totales,1623.32983534718
PIERREFITTE-SUR-SEINE,Dépenses totales,1546.96013765318
PRE-SAINT-GERVAIS (LE ),Dépenses totales,1518.19657348557
RAINCY (LE ),Dépenses totales,1398.34455304419
ROMAINVILLE,Dépenses totales,2100.81939250373
ROSNY-SOUS-BOIS,Dépenses totales,1893.92668510988
SAINT-DENIS,Dépenses totales,1943.67941808711
SAINT-OUEN,Dépenses totales,2505.67379262966
SEVRAN,Dépenses totales,1895.27506472524
STAINS,Dépenses totales,1628.72908992498
TREMBLAY-EN-FRANCE,Dépenses totales,2853.01811893988
VAUJOURS,Dépenses totales,1885.98622162316
VILLEMOMBLE,Dépenses totales,1292.41774778673
VILLEPINTE,Dépenses totales,1820.87845629718
VILLETANEUSE,Dépenses totales,1531.27218086357
AUBERVILLIERS,Epargne nette,119.716844071294
AULNAY-SOUS-BOIS,Epargne nette,-8.33469955092986
BAGNOLET,Epargne nette,-72.7893234478938
BLANC-MESNIL (LE ),Epargne nette,54.4358517001672
BOBIGNY,Epargne nette,177.982613994618
BONDY,Epargne nette,-6.57456338710288
LE BOURGET,Epargne nette,85.7808898149283
CLICHY-SOUS-BOIS,Epargne nette,147.989109392046
COUBRON,Epargne nette,-9.1381251294799
COURNEUVE (LA ),Epargne nette,52.0868033177612
DRANCY,Epargne nette,91.0361933452983
DUGNY,Epargne nette,411.165188348041
EPINAY-SUR-SEINE,Epargne nette,147.508944153578
GAGNY,Epargne nette,241.098333207841
GOURNAY-SUR-MARNE,Epargne nette,58.7804287570378
ILE-SAINT-DENIS (L' ),Epargne nette,139.91119339934
LILAS (LES),Epargne nette,98.3706045002159
LIVRY-GARGAN,Epargne nette,91.7229408209857
MONTFERMEIL,Epargne nette,213.614658994362
MONTREUIL,Epargne nette,-38.3345541259159
NEUILLY-PLAISANCE,Epargne nette,101.047470320492
NEUILLY-SUR-MARNE,Epargne nette,28.9540928849234
NOISY-LE-GRAND,Epargne nette,57.7913730635994
NOISY-LE-SEC,Epargne nette,48.2520178157357
PANTIN,Epargne nette,248.593015197678
PAVILLONS-SOUS-BOIS (LES),Epargne nette,122.321664823009
PIERREFITTE-SUR-SEINE,Epargne nette,-6.99988416988407
PRE-SAINT-GERVAIS (LE ),Epargne nette,214.902354463131
RAINCY (LE ),Epargne nette,108.935445598317
ROMAINVILLE,Epargne nette,211.944448095366
ROSNY-SOUS-BOIS,Epargne nette,99.9703317556605
SAINT-DENIS,Epargne nette,88.9153323878587
SAINT-OUEN,Epargne nette,-36.4446428644669
SEVRAN,Epargne nette,83.756534195023
STAINS,Epargne nette,64.4618866119528
TREMBLAY-EN-FRANCE,Epargne nette,392.3597751609
VAUJOURS,Epargne nette,220.768833711691
VILLEMOMBLE,Epargne nette,178.347100445983
VILLEPINTE,Epargne nette,150.479137935734
VILLETANEUSE,Epargne nette,134.298066765927
AUBERVILLIERS,Flux net de dette,-157.980231717006
AULNAY-SOUS-BOIS,Flux net de dette,66.3215416874569
BAGNOLET,Flux net de dette,252.32598059867
BLANC-MESNIL (LE ),Flux net de dette,-22.1540987228539
BOBIGNY,Flux net de dette,-103.563963283353
BONDY,Flux net de dette,-11.454462615952
LE BOURGET,Flux net de dette,-139.758341095722
CLICHY-SOUS-BOIS,Flux net de dette,-96.2977721577573
COUBRON,Flux net de dette,-35.6483737310959
COURNEUVE (LA ),Flux net de dette,285.905801315664
DRANCY,Flux net de dette,27.7276778338034
DUGNY,Flux net de dette,-69.9706034728153
EPINAY-SUR-SEINE,Flux net de dette,-69.3519871655032
GAGNY,Flux net de dette,-52.3841708706674
GOURNAY-SUR-MARNE,Flux net de dette,-64.098543380973
ILE-SAINT-DENIS (L' ),Flux net de dette,-16.0207405940594
LILAS (LES),Flux net de dette,-86.8236395499784
LIVRY-GARGAN,Flux net de dette,-10.6337302475491
MONTFERMEIL,Flux net de dette,-61.6404224916969
MONTREUIL,Flux net de dette,-4.57685303633187
NEUILLY-PLAISANCE,Flux net de dette,-39.0951109755525
NEUILLY-SUR-MARNE,Flux net de dette,-7.7745570235644
NOISY-LE-GRAND,Flux net de dette,-223.746365490455
NOISY-LE-SEC,Flux net de dette,-20.8462683380398
PANTIN,Flux net de dette,-43.9883565595197
PAVILLONS-SOUS-BOIS (LES),Flux net de dette,-53.1394575391423
PIERREFITTE-SUR-SEINE,Flux net de dette,83.2199392311566
PRE-SAINT-GERVAIS (LE ),Flux net de dette,-23.1862146352438
RAINCY (LE ),Flux net de dette,-33.9288787076631
ROMAINVILLE,Flux net de dette,-143.682329881939
ROSNY-SOUS-BOIS,Flux net de dette,-81.1284505477413
SAINT-DENIS,Flux net de dette,27.6997840571566
SAINT-OUEN,Flux net de dette,-196.069373910547
SEVRAN,Flux net de dette,-77.2149461115599
STAINS,Flux net de dette,-9.26887316852122
TREMBLAY-EN-FRANCE,Flux net de dette,104.994742137658
VAUJOURS,Flux net de dette,-30.5890351872872
VILLEMOMBLE,Flux net de dette,30.5986354256806
VILLEPINTE,Flux net de dette,-65.0128928075005
VILLETANEUSE,Flux net de dette,-106.662008463287
AUBERVILLIERS,Recettes d'investissement,112.251919432685
AULNAY-SOUS-BOIS,Recettes d'investissement,346.370236415045
BAGNOLET,Recettes d'investissement,738.952514135255
BLANC-MESNIL (LE ),Recettes d'investissement,577.989879829714
BOBIGNY,Recettes d'investissement,330.779316993464
BONDY,Recettes d'investissement,302.532161271095
LE BOURGET,Recettes d'investissement,317.039773256527
CLICHY-SOUS-BOIS,Recettes d'investissement,108.76522166022
COUBRON,Recettes d'investissement,85.8871659415786
COURNEUVE (LA ),Recettes d'investissement,609.015103203356
DRANCY,Recettes d'investissement,415.616434065464
DUGNY,Recettes d'investissement,587.185171268621
EPINAY-SUR-SEINE,Recettes d'investissement,196.805088168994
GAGNY,Recettes d'investissement,71.8775601736817
GOURNAY-SUR-MARNE,Recettes d'investissement,67.6778143496463
ILE-SAINT-DENIS (L' ),Recettes d'investissement,197.670637623762
LILAS (LES),Recettes d'investissement,524.387716572912
LIVRY-GARGAN,Recettes d'investissement,124.506419938225
MONTFERMEIL,Recettes d'investissement,259.143965397389
MONTREUIL,Recettes d'investissement,357.710906530066
NEUILLY-PLAISANCE,Recettes d'investissement,96.3574843977289
NEUILLY-SUR-MARNE,Recettes d'investissement,513.403152310684
NOISY-LE-GRAND,Recettes d'investissement,470.698234782478
NOISY-LE-SEC,Recettes d'investissement,384.229902197121
PANTIN,Recettes d'investissement,394.607003190972
PAVILLONS-SOUS-BOIS (LES),Recettes d'investissement,244.711622702519
PIERREFITTE-SUR-SEINE,Recettes d'investissement,305.246570757092
PRE-SAINT-GERVAIS (LE ),Recettes d'investissement,62.4277338432983
RAINCY (LE ),Recettes d'investissement,96.3517891807507
ROMAINVILLE,Recettes d'investissement,329.234005272609
ROSNY-SOUS-BOIS,Recettes d'investissement,232.623115347866
SAINT-DENIS,Recettes d'investissement,218.570412886998
SAINT-OUEN,Recettes d'investissement,254.523234214466
SEVRAN,Recettes d'investissement,285.264902567336
STAINS,Recettes d'investissement,192.305596646695
TREMBLAY-EN-FRANCE,Recettes d'investissement,234.150952193586
VAUJOURS,Recettes d'investissement,59.0722744040863
VILLEMOMBLE,Recettes d'investissement,102.993190441323
VILLEPINTE,Recettes d'investissement,104.762282303562
VILLETANEUSE,Recettes d'investissement,41.3524731604106
AUBERVILLIERS,Impôts et taxes,983.076556399535
AULNAY-SOUS-BOIS,Impôts et taxes,1239.13948091879
BAGNOLET,Impôts et taxes,1380.80484615172
BLANC-MESNIL (LE ),Impôts et taxes,1094.615891294
BOBIGNY,Impôts et taxes,1326.13004034956
BONDY,Impôts et taxes,830.209534665892
LE BOURGET,Impôts et taxes,1123.24382179447
CLICHY-SOUS-BOIS,Impôts et taxes,683.831780007309
COUBRON,Impôts et taxes,763.171912317328
COURNEUVE (LA ),Impôts et taxes,972.150554055698
DRANCY,Impôts et taxes,921.275255028736
DUGNY,Impôts et taxes,1335.82369010043
EPINAY-SUR-SEINE,Impôts et taxes,605.423162297422
GAGNY,Impôts et taxes,746.801810670384
GOURNAY-SUR-MARNE,Impôts et taxes,1052.03853154987
ILE-SAINT-DENIS (L' ),Impôts et taxes,836.246375545852
LILAS (LES),Impôts et taxes,1117.71303428123
LIVRY-GARGAN,Impôts et taxes,852.28486833742
MONTFERMEIL,Impôts et taxes,873.289763117284
MONTREUIL,Impôts et taxes,1237.96740313234
NEUILLY-PLAISANCE,Impôts et taxes,828.562965621458
NEUILLY-SUR-MARNE,Impôts et taxes,678.408747939756
NOISY-LE-GRAND,Impôts et taxes,1364.28753515505
NOISY-LE-SEC,Impôts et taxes,885.899617813538
PANTIN,Impôts et taxes,1611.03186225646
PAVILLONS-SOUS-BOIS (LES),Impôts et taxes,700.486264698309
PIERREFITTE-SUR-SEINE,Impôts et taxes,755.757050208496
PRE-SAINT-GERVAIS (LE ),Impôts et taxes,923.023869579984
RAINCY (LE ),Impôts et taxes,792.560733509593
ROMAINVILLE,Impôts et taxes,1089.2990435962
ROSNY-SOUS-BOIS,Impôts et taxes,1184.16257997498
SAINT-DENIS,Impôts et taxes,1141.24154789176
SAINT-OUEN,Impôts et taxes,1597.69142949832
SEVRAN,Impôts et taxes,875.782951125581
STAINS,Impôts et taxes,732.368541383279
TREMBLAY-EN-FRANCE,Impôts et taxes,2412.43798678074
VAUJOURS,Impôts et taxes,1290.5226073358
VILLEMOMBLE,Impôts et taxes,684.306422392029
VILLEPINTE,Impôts et taxes,1273.9763512839
VILLETANEUSE,Impôts et taxes,835.512618118078
AUBERVILLIERS,Recettes totales hors emprunts,1749.27377873172
AULNAY-SOUS-BOIS,Recettes totales hors emprunts,1995.01805872068
BAGNOLET,Recettes totales hors emprunts,1933.071728068
BLANC-MESNIL (LE ),Recettes totales hors emprunts,2045.87635113358
BOBIGNY,Recettes totales hors emprunts,2298.29106188245
BONDY,Recettes totales hors emprunts,1625.34997452277
LE BOURGET,Recettes totales hors emprunts,1803.97376404843
CLICHY-SOUS-BOIS,Recettes totales hors emprunts,1948.48937742932
COUBRON,Recettes totales hors emprunts,1291.18654697286
COURNEUVE (LA ),Recettes totales hors emprunts,1872.44572662045
DRANCY,Recettes totales hors emprunts,1761.78718735632
DUGNY,Recettes totales hors emprunts,2171.69096891439
EPINAY-SUR-SEINE,Recettes totales hors emprunts,1423.05136732371
GAGNY,Recettes totales hors emprunts,1366.78119807375
GOURNAY-SUR-MARNE,Recettes totales hors emprunts,1743.20826257633
ILE-SAINT-DENIS (L' ),Recettes totales hors emprunts,1366.84263646288
LILAS (LES),Recettes totales hors emprunts,1655.95996772505
LIVRY-GARGAN,Recettes totales hors emprunts,1383.18115636066
MONTFERMEIL,Recettes totales hors emprunts,1636.39642476852
MONTREUIL,Recettes totales hors emprunts,1809.5782071434
NEUILLY-PLAISANCE,Recettes totales hors emprunts,1412.48163345297
NEUILLY-SUR-MARNE,Recettes totales hors emprunts,1883.762847684
NOISY-LE-GRAND,Recettes totales hors emprunts,2461.75154881793
NOISY-LE-SEC,Recettes totales hors emprunts,1732.28703396173
PANTIN,Recettes totales hors emprunts,2430.23496511101
PAVILLONS-SOUS-BOIS (LES),Recettes totales hors emprunts,1420.25043000601
PIERREFITTE-SUR-SEINE,Recettes totales hors emprunts,1478.99106315897
PRE-SAINT-GERVAIS (LE ),Recettes totales hors emprunts,1454.69962187252
RAINCY (LE ),Recettes totales hors emprunts,1874.57259711206
ROMAINVILLE,Recettes totales hors emprunts,2368.28946366983
ROSNY-SOUS-BOIS,Recettes totales hors emprunts,1934.66434098829
SAINT-DENIS,Recettes totales hors emprunts,1799.29591595676
SAINT-OUEN,Recettes totales hors emprunts,2311.5325779108
SEVRAN,Recettes totales hors emprunts,2127.61880791678
STAINS,Recettes totales hors emprunts,1620.48574474207
TREMBLAY-EN-FRANCE,Recettes totales hors emprunts,2869.52212252139
VAUJOURS,Recettes totales hors emprunts,2122.78901052033
VILLEMOMBLE,Recettes totales hors emprunts,1421.6460356145
VILLEPINTE,Recettes totales hors emprunts,1823.6402748045
VILLETANEUSE,Recettes totales hors emprunts,1534.76563779779
AUBERVILLIERS,Capacité ou besoin de financement,138.960994136131
AULNAY-SOUS-BOIS,Capacité ou besoin de financement,-114.405977090493
BAGNOLET,Capacité ou besoin de financement,-195.835748544306
BLANC-MESNIL (LE ),Capacité ou besoin de financement,-105.040427791818
BOBIGNY,Capacité ou besoin de financement,33.5030809353226
BONDY,Capacité ou besoin de financement,1.56407148610935
LE BOURGET,Capacité ou besoin de financement,195.570578702267
CLICHY-SOUS-BOIS,Capacité ou besoin de financement,168.844689212983
COUBRON,Capacité ou besoin de financement,33.3771273486428
COURNEUVE (LA ),Capacité ou besoin de financement,-220.058377964246
DRANCY,Capacité ou besoin de financement,-107.531256178161
DUGNY,Capacité ou besoin de financement,-38.0946274509802
EPINAY-SUR-SEINE,Capacité ou besoin de financement,67.1439547236626
GAGNY,Capacité ou besoin de financement,68.4922369788369
GOURNAY-SUR-MARNE,Capacité ou besoin de financement,256.492452747892
ILE-SAINT-DENIS (L' ),Capacité ou besoin de financement,24.7535207423579
LILAS (LES),Capacité ou besoin de financement,61.0003550244243
LIVRY-GARGAN,Capacité ou besoin de financement,-14.5486509125579
MONTFERMEIL,Capacité ou besoin de financement,-39.8191778549383
MONTREUIL,Capacité ou besoin de financement,71.6956883948185
NEUILLY-PLAISANCE,Capacité ou besoin de financement,35.5805964299203
NEUILLY-SUR-MARNE,Capacité ou besoin de financement,250.702339869281
NOISY-LE-GRAND,Capacité ou besoin de financement,193.226033159349
NOISY-LE-SEC,Capacité ou besoin de financement,52.0917343406467
PANTIN,Capacité ou besoin de financement,133.420055097417
PAVILLONS-SOUS-BOIS (LES),Capacité ou besoin de financement,68.2985443309587
PIERREFITTE-SUR-SEINE,Capacité ou besoin de financement,-108.828990066786
PRE-SAINT-GERVAIS (LE ),Capacité ou besoin de financement,54.2108813540134
RAINCY (LE ),Capacité ou besoin de financement,535.674900684699
ROMAINVILLE,Capacité ou besoin de financement,133.158671962798
ROSNY-SOUS-BOIS,Capacité ou besoin de financement,-32.8616318916987
SAINT-DENIS,Capacité ou besoin de financement,-5.69321596034059
SAINT-OUEN,Capacité ou besoin de financement,-15.2148613407567
SEVRAN,Capacité ou besoin de financement,320.518244530909
STAINS,Capacité ou besoin de financement,110.290610808831
TREMBLAY-EN-FRANCE,Capacité ou besoin de financement,-90.9114526882028
VAUJOURS,Capacité ou besoin de financement,275.118065112312
VILLEMOMBLE,Capacité ou besoin de financement,168.977334971556
VILLEPINTE,Capacité ou besoin de financement,64.2808743275473
VILLETANEUSE,Capacité ou besoin de financement,98.8648043980559
AUBERVILLIERS,Emprunts hors GAD,1.30704196254051
AULNAY-SOUS-BOIS,Emprunts hors GAD,235.370651715199
BAGNOLET,Emprunts hors GAD,137.980517150978
BLANC-MESNIL (LE ),Emprunts hors GAD,194.835522653188
BOBIGNY,Emprunts hors GAD,104.225250954612
BONDY,Emprunts hors GAD,70.5211475993331
LE BOURGET,Emprunts hors GAD,0
CLICHY-SOUS-BOIS,Emprunts hors GAD,6.64429753164347E-07
COUBRON,Emprunts hors GAD,101.544885177453
COURNEUVE (LA ),Emprunts hors GAD,228.681890794114
DRANCY,Emprunts hors GAD,223.505282758621
DUGNY,Emprunts hors GAD,0
EPINAY-SUR-SEINE,Emprunts hors GAD,0.145242009792408
GAGNY,Emprunts hors GAD,0.0253453301229249
GOURNAY-SUR-MARNE,Emprunts hors GAD,0
ILE-SAINT-DENIS (L' ),Emprunts hors GAD,0
LILAS (LES),Emprunts hors GAD,0
LIVRY-GARGAN,Emprunts hors GAD,31.7953781894125
MONTFERMEIL,Emprunts hors GAD,447.764777006173
MONTREUIL,Emprunts hors GAD,151.503673964094
NEUILLY-PLAISANCE,Emprunts hors GAD,0.712505194559879
NEUILLY-SUR-MARNE,Emprunts hors GAD,0.339202898550725
NOISY-LE-GRAND,Emprunts hors GAD,62.0165239484188
NOISY-LE-SEC,Emprunts hors GAD,65.5388969453151
PANTIN,Emprunts hors GAD,145.054680561849
PAVILLONS-SOUS-BOIS (LES),Emprunts hors GAD,171.659085057077
PIERREFITTE-SUR-SEINE,Emprunts hors GAD,203.502916228769
PRE-SAINT-GERVAIS (LE ),Emprunts hors GAD,0
RAINCY (LE ),Emprunts hors GAD,2.55431631753779
ROMAINVILLE,Emprunts hors GAD,348.920751792288
ROSNY-SOUS-BOIS,Emprunts hors GAD,227.812079126083
SAINT-DENIS,Emprunts hors GAD,126.572518970578
SAINT-OUEN,Emprunts hors GAD,423.159097930053
SEVRAN,Emprunts hors GAD,54.9403660618573
STAINS,Emprunts hors GAD,0.0424950298210736
TREMBLAY-EN-FRANCE,Emprunts hors GAD,87.3423233855046
VAUJOURS,Emprunts hors GAD,0.753696332101223
VILLEMOMBLE,Emprunts hors GAD,0.217325882788568
VILLEPINTE,Emprunts hors GAD,133.675292551716
VILLETANEUSE,Emprunts hors GAD,72.3445000398375
AUBERVILLIERS,Remboursements d'emprunts hors GAD,157.067812306703
AULNAY-SOUS-BOIS,Remboursements d'emprunts hors GAD,124.685434255742
BAGNOLET,Remboursements d'emprunts hors GAD,180.652804591992
BLANC-MESNIL (LE ),Remboursements d'emprunts hors GAD,194.092914331758
BOBIGNY,Remboursements d'emprunts hors GAD,152.513720229894
BONDY,Remboursements d'emprunts hors GAD,173.950061632416
LE BOURGET,Remboursements d'emprunts hors GAD,121.485383421298
CLICHY-SOUS-BOIS,Remboursements d'emprunts hors GAD,119.720670077406
COUBRON,Remboursements d'emprunts hors GAD,35.1579665970772
COURNEUVE (LA ),Remboursements d'emprunts hors GAD,107.984362641372
DRANCY,Remboursements d'emprunts hors GAD,103.924693821839
DUGNY,Remboursements d'emprunts hors GAD,99.2026963175514
EPINAY-SUR-SEINE,Remboursements d'emprunts hors GAD,75.6657442772227
GAGNY,Remboursements d'emprunts hors GAD,54.9705793942466
GOURNAY-SUR-MARNE,Remboursements d'emprunts hors GAD,60.7353663855772
ILE-SAINT-DENIS (L' ),Remboursements d'emprunts hors GAD,44.8594527838428
LILAS (LES),Remboursements d'emprunts hors GAD,88.5669055303559
LIVRY-GARGAN,Remboursements d'emprunts hors GAD,57.240666939072
MONTFERMEIL,Remboursements d'emprunts hors GAD,127.088803240741
MONTREUIL,Remboursements d'emprunts hors GAD,183.060885349595
NEUILLY-PLAISANCE,Remboursements d'emprunts hors GAD,35.5858859085757
NEUILLY-SUR-MARNE,Remboursements d'emprunts hors GAD,7.97426257459506
NOISY-LE-GRAND,Remboursements d'emprunts hors GAD,221.332184679153
NOISY-LE-SEC,Remboursements d'emprunts hors GAD,161.990113907471
PANTIN,Remboursements d'emprunts hors GAD,186.299905210693
PAVILLONS-SOUS-BOIS (LES),Remboursements d'emprunts hors GAD,41.3576744485452
PIERREFITTE-SUR-SEINE,Remboursements d'emprunts hors GAD,97.9154941180459
PRE-SAINT-GERVAIS (LE ),Remboursements d'emprunts hors GAD,22.7697073474471
RAINCY (LE ),Remboursements d'emprunts hors GAD,34.9101342281879
ROMAINVILLE,Remboursements d'emprunts hors GAD,139.451211393141
ROSNY-SOUS-BOIS,Remboursements d'emprunts hors GAD,243.286091055312
SAINT-DENIS,Remboursements d'emprunts hors GAD,99.7214961700909
SAINT-OUEN,Remboursements d'emprunts hors GAD,574.280305782875
SEVRAN,Remboursements d'emprunts hors GAD,431.302743478779
STAINS,Remboursements d'emprunts hors GAD,103.431873495867
TREMBLAY-EN-FRANCE,Remboursements d'emprunts hors GAD,6.73513977510086
VAUJOURS,Remboursements d'emprunts hors GAD,31.2881745806085
VILLEMOMBLE,Remboursements d'emprunts hors GAD,1.9614467970512
VILLEPINTE,Remboursements d'emprunts hors GAD,57.4286855970273
VILLETANEUSE,Remboursements d'emprunts hors GAD,138.851803840331
AUBERVILLIERS,Annuité de la dette,222.304363881535
AULNAY-SOUS-BOIS,Annuité de la dette,157.224496895159
BAGNOLET,Annuité de la dette,319.701577117311
BLANC-MESNIL (LE ),Annuité de la dette,223.910143207706
BOBIGNY,Annuité de la dette,206.098549974412
BONDY,Annuité de la dette,217.910486315356
LE BOURGET,Annuité de la dette,147.186166407948
CLICHY-SOUS-BOIS,Annuité de la dette,140.910703963323
COUBRON,Annuité de la dette,53.1459060542798
COURNEUVE (LA ),Annuité de la dette,132.396369694759
DRANCY,Annuité de la dette,151.329884770115
DUGNY,Annuité de la dette,132.930705882353
EPINAY-SUR-SEINE,Annuité de la dette,93.3717938896818
GAGNY,Annuité de la dette,65.3943087061209
GOURNAY-SUR-MARNE,Annuité de la dette,92.5948182611224
ILE-SAINT-DENIS (L' ),Annuité de la dette,70.2944923580786
LILAS (LES),Annuité de la dette,148.673603454292
LIVRY-GARGAN,Annuité de la dette,78.0767887950604
MONTFERMEIL,Annuité de la dette,138.74168595679
MONTREUIL,Annuité de la dette,222.240093837588
NEUILLY-PLAISANCE,Annuité de la dette,62.9044517378164
NEUILLY-SUR-MARNE,Annuité de la dette,10.0418684285308
NOISY-LE-GRAND,Annuité de la dette,279.094355081363
NOISY-LE-SEC,Annuité de la dette,219.619628572765
PANTIN,Annuité de la dette,227.912562573629
PAVILLONS-SOUS-BOIS (LES),Annuité de la dette,50.8498184705175
PIERREFITTE-SUR-SEINE,Annuité de la dette,139.115007288877
PRE-SAINT-GERVAIS (LE ),Annuité de la dette,32.2030091701574
RAINCY (LE ),Annuité de la dette,46.593783472307
ROMAINVILLE,Annuité de la dette,283.201760899051
ROSNY-SOUS-BOIS,Annuité de la dette,276.362323072112
SAINT-DENIS,Annuité de la dette,135.665203307323
SAINT-OUEN,Annuité de la dette,677.490686703363
