LIBCOM,nb,zone,Code
Saint-Palais-sur-Mer,14,reg75,17380
Saint-Pantaléon,4,reg93,84114
Saint-Pantaléon-de-Larche,187,reg75,19229
Saint-Papoul,19,reg76,11361
Saint-Pardoux,7,reg84,63382
Saint-Pardoux-Corbier,12,reg75,19230
Saint-Pardoux-l'Ortigier,9,reg75,19234
Saint-Pardoux-la-Rivière,17,reg75,24479
Saint-Pardoux-le-Vieux,6,reg75,19233
Saint-Pardoux-Morterolles,5,reg75,23227
Saint-Parres-aux-Tertres,150,reg44,10357
Saint-Parres-lès-Vaudes,11,reg44,10358
Saint-Paterne-Racan,99,reg24,37231
Saint-Paterne - Le Chevain,80,reg52,72308
Saint-Pathus,15,IDF_DEP_77,77430
Saint-Paul,3,reg75,87174
Saint-Paul,3,reg75,19235
Saint-Paul,3,reg75,33458
Saint-Paul,6,reg84,73269
Saint-Paul-Cap-de-Joux,19,reg76,81266
Saint-Paul-de-Fenouillet,136,reg76,66187
Saint-Paul-de-Jarrat,12,reg76,09272
Saint-Paul-de-Varax,109,reg84,01383
Saint-Paul-de-Vence,59,reg93,06128
Saint-Paul-des-Landes,38,reg84,15204
Saint-Paul-du-Bois,25,reg52,49310
Saint-Paul-du-Vernay,4,reg28,14643
Saint-Paul-en-Born,15,reg75,40278
Saint-Paul-en-Chablais,43,reg84,74249
Saint-Paul-en-Pareds,24,reg52,85259
Saint-Paul-le-Jeune,14,reg84,07280
Saint-Paul-lès-Dax,844,reg75,40279
Saint-Paul-Lizonne,4,reg75,24482
Saint-Paul-Mont-Penit,26,reg52,85260
Saint-Paul-sur-Isère,12,reg84,73268
Saint-Paul-sur-Save,88,reg76,31507
Saint-Pavace,14,reg52,72310
Saint-Pé-d'Ardet,3,reg76,31509
Saint-Pé-Saint-Simon,4,reg75,47266
Saint-Pée-sur-Nivelle,206,reg75,64495
Saint-Péravy-la-Colombe,4,reg24,45296
Saint-Péray,321,reg84,07281
Saint-Père,9,reg27,89364
Saint-Père,9,reg27,58261
Saint-Père-en-Retz,78,reg52,44187
Saint-Père-sur-Loire,41,reg24,45297
Saint-Perreux,6,reg53,56232
Saint-Phal,27,reg44,10359
Saint-Philbert-de-Bouaine,75,reg52,85262
Saint-Philbert-de-Grand-Lieu,182,reg52,44188
Saint-Philbert-des-Champs,15,reg28,14644
Saint-Philbert-du-Peuple,14,reg52,49311
Saint-Philbert-sur-Risle,33,reg28,27587
Saint-Philibert,40,reg53,56233
Saint-Philippe-du-Seignal,1,reg75,33462
Saint-Pierre,6,reg27,39494
Saint-Pierre-Bellevue,4,reg75,23232
Saint-Pierre-Bénouville,10,reg28,76632
Saint-Pierre-Brouck,9,reg32,59539
Saint-Pierre-Canivet,1,reg28,14646
Saint-Pierre-d'Albigny,323,reg84,73270
Saint-Pierre-d'Aurillac,56,reg75,33463
Saint-Pierre-d'Entremont,40,reg28,61445
Saint-Pierre-d'Eyraud,34,reg75,24487
Saint-Pierre-d'Irube,408,reg75,64496
Saint-Pierre-d'Oléron,120,reg75,17385
Saint-Pierre-de-Belleville,7,reg84,73272
Saint-Pierre-de-Chandieu,124,reg84,69289
Saint-Pierre-de-Chevillé,3,reg52,72311
Saint-Pierre-de-Chignac,5,reg75,24484
Saint-Pierre-de-Côle,4,reg75,24485
Saint-Pierre-de-Cormeilles,19,reg28,27591
Saint-Pierre-de-Curtille,10,reg84,73273
Saint-Pierre-de-Lages,21,reg76,31512
Saint-Pierre-de-Manneville,41,reg28,76634
Saint-Pierre-de-Mons,35,reg75,33465
Saint-Pierre-de-Salerne,1,reg28,27592
Saint-Pierre-de-Soucy,7,reg84,73276
Saint-Pierre-de-Trivisy,8,reg76,81267
Saint-Pierre-de-Varengeville,117,reg28,76636
Saint-Pierre-de-Vassols,4,reg93,84115
Saint-Pierre-des-Corps,3256,reg24,37233
Saint-Pierre-des-Fleurs,53,reg28,27593
Saint-Pierre-des-Ifs,1,reg28,27594
Saint-Pierre-des-Ifs,1,reg28,14648
Saint-Pierre-des-Landes,4,reg52,53245
Saint-Pierre-des-Nids,68,reg52,53246
Saint-Pierre-du-Bosguérard,17,reg28,27595
Saint-Pierre-du-Chemin,42,reg52,85264
Saint-Pierre-du-Jonquet,1,reg28,14651
Saint-Pierre-du-Mont,571,reg75,40281
Saint-Pierre-du-Regard,31,reg28,61447
Saint-Pierre-du-Vauvray,96,reg28,27598
Saint-Pierre-Église,22,reg28,50539
Saint-Pierre-en-Auge,548,reg28,14654
Saint-Pierre-en-Faucigny,406,reg84,74250
Saint-Pierre-en-Port,23,reg28,76637
Saint-Pierre-la-Bruyère,8,reg28,61448
Saint-Pierre-la-Cour,79,reg52,53247
Saint-Pierre-la-Palud,157,reg84,69231
Saint-Pierre-le-Vieux,11,reg52,85265
Saint-Pierre-le-Viger,17,reg28,76642
Saint-Pierre-lès-Elbeuf,991,reg28,76640
Saint-Pierre-les-Étieux,1,reg24,18231
Saint-Pierre-lès-Nemours,160,IDF_DEP_77,77431
Saint-Pierre-Quiberon,77,reg53,56234
Saint-Pierre-Roche,5,reg84,63386
Saint-Pierre-sur-Orthe,5,reg52,53249
Saint-Pierreville,17,reg84,07286
Saint-Plancard,8,reg76,31513
Saint-Pois,33,reg28,50542
Saint-Poix,8,reg52,53250
Saint-Pol-de-Léon,370,reg53,29259
Saint-Poncy,8,reg84,15207
Saint-Porchaire,19,reg75,17387
Saint-Pôtan,5,reg53,22323
Saint-Pourçain-sur-Besbre,7,reg84,03253
Saint-Pourçain-sur-Sioule,192,reg84,03254
Saint-Preuil,2,reg75,16343
Saint-Priest,6110,reg84,07288
Saint-Priest,6110,reg84,69290
Saint-Priest-Bramefant,7,reg84,63387
Saint-Priest-de-Gimel,19,reg75,19236
Saint-Priest-des-Champs,13,reg84,63388
Saint-Priest-la-Feuille,17,reg75,23235
Saint-Priest-la-Plaine,1,reg75,23236
Saint-Priest-les-Fougères,1,reg75,24489
Saint-Privat,28,reg75,19237
Saint-Privat,49,reg84,07289
Saint-Privé,8,reg27,71471
Saint-Privé,8,reg27,89365
Saint-Prix,4,reg84,07290
Saint-Prix,4,reg84,03257
Saint-Prix,397,IDF_DEP_95,95574
Saint-Prouant,29,reg52,85266
Saint-Pryvé-Saint-Mesmin,504,reg24,45298
Saint-Python,12,reg32,59541
Saint-Quay-Perros,18,reg53,22324
Saint-Quay-Portrieux,120,reg53,22325
Saint-Quentin,2619,reg32,02691
Saint-Quentin-de-Baron,7,reg75,33466
Saint-Quentin-la-Chabanne,14,reg75,23238
Saint-Quentin-les-Anges,6,reg52,53251
Saint-Quentin-sur-Indrois,11,reg24,37234
Saint-Quentin-sur-le-Homme,5,reg28,50543
Saint-Quintin-sur-Sioule,2,reg84,63390
Saint-Rabier,15,reg75,24491
Saint-Rambert-d'Albon,6,reg84,26325
Saint-Rambert-en-Bugey,148,reg84,01384
Saint-Remèze,17,reg84,07291
Saint-Rémy,62,reg28,14656
Saint-Rémy,56,reg84,01385
Saint-Rémy-de-Blot,1,reg84,63391
Saint-Rémy-de-Maurienne,62,reg84,73278
Saint-Rémy-de-Sillé,9,reg52,72315
Saint-Remy-du-Nord,22,reg32,59543
Saint-Rémy-du-Val,13,reg52,72317
Saint-Rémy-en-Rollat,6,reg84,03258
Saint-Rémy-l'Honoré,15,IDF_DEP_78,78576
Saint-Rémy-lès-Chevreuse,298,IDF_DEP_78,78575
Saint-Remy-sous-Barbuise,1,reg44,10361
Saint-Rémy-sur-Durolle,95,reg84,63393
Saint-Renan,312,reg53,29260
Saint-Révérend,5,reg52,85268
Saint-Rieul,20,reg53,22326
Saint-Riquier,36,reg32,80716
Saint-Riquier-ès-Plains,37,reg28,76646
Saint-Rivoal,6,reg53,29261
Saint-Robert,5,reg75,19239
Saint-Robert,5,reg75,47273
Saint-Roch,15,reg24,37237
Saint-Rogatien,85,reg75,17391
Saint-Romain,12,reg75,86242
Saint-Romain,12,reg75,16347
Saint-Romain-au-Mont-d'Or,29,reg84,69233
Saint-Romain-d'Ay,4,reg84,07292
Saint-Romain-de-Colbosc,261,reg28,76647
Saint-Romain-de-Lerps,3,reg84,07293
Saint-Romain-de-Popey,25,reg84,69234
Saint-Romain-en-Gal,73,reg84,69235
Saint-Romain-sur-Cher,8,reg24,41229
Saint-Roman-de-Malegarde,9,reg93,84117
Saint-Saëns,230,reg28,76648
Saint-Salvadour,2,reg75,19240
Saint-Salvy,1,reg75,47275
Saint-Salvy-de-la-Balme,4,reg76,81269
Saint-Samson-sur-Rance,65,reg53,22327
Saint-Santin-Cantalès,2,reg84,15211
Saint-Santin-de-Maurs,7,reg84,15212
Saint-Satur,58,reg24,18233
Saint-Saturnin,5,reg84,15213
Saint-Saturnin,5,reg84,63396
Saint-Saturnin,56,reg52,72320
Saint-Saturnin-du-Limet,17,reg52,53253
Saint-Saturnin-lès-Avignon,186,reg93,84119
Saint-Saud-Lacoussière,5,reg75,24498
Saint-Sauflieu,13,reg32,80717
Saint-Saulve,1426,reg32,59544
Saint-Sauvant,13,reg75,17395
Saint-Sauvant,13,reg75,86244
Saint-Sauveur,16,reg53,29262
Saint-Sauveur,16,reg75,24499
Saint-Sauveur,16,reg75,33471
Saint-Sauveur,43,reg76,31516
Saint-Sauveur,36,reg32,60597
Saint-Sauveur,36,reg32,80718
Saint-Sauveur-d'Aunis,4,reg75,17396
Saint-Sauveur-de-Cruzières,4,reg84,07294
Saint-Sauveur-de-Montagut,54,reg84,07295
Saint-Sauveur-en-Puisaye,76,reg27,89368
Saint-Sauveur-le-Vicomte,125,reg28,50551
Saint-Sauveur-sur-Tinée,17,reg93,06129
Saint-Savin,56,reg75,33473
Saint-Savin,56,reg75,86246
Saint-Savinien,10,reg75,17397
Saint-Sébastien,13,reg75,23239
Saint-Sébastien-de-Morsent,566,reg28,27602
Saint-Sébastien-sur-Loire,1819,reg52,44190
Saint-Ségal,30,reg53,29263
Saint-Selve,1,reg75,33474
Saint-Senier-sous-Avranches,20,reg28,50554
Saint-Senoch,19,reg24,37238
Saint-Sernin,24,reg84,07296
Saint-Servais,12,reg53,29264
Saint-Servais,12,reg53,22328
Saint-Servant,5,reg53,56236
Saint-Setiers,6,reg75,19241
Saint-Seurin-de-Cursac,24,reg75,33477
Saint-Seurin-sur-l'Isle,264,reg75,33478
Saint-Sever,124,reg75,40282
Saint-Sever-de-Saintonge,16,reg75,17400
Saint-Séverin,26,reg75,16350
Saint-Sigismond,10,reg52,85269
Saint-Sigismond,10,reg52,49321
Saint-Sigismond,7,reg84,74252
Saint-Siméon,5,reg28,27603
Saint-Simon,11,reg32,02694
Saint-Simon,19,reg84,15215
Saint-Sixt,35,reg84,74253
Saint-Sixte,5,reg75,47279
Saint-Solve,22,reg75,19242
Saint-Sorlin-d'Arves,6,reg84,73280
Saint-Sornin,8,reg84,03260
Saint-Sornin-Lavolps,32,reg75,19243
Saint-Souplet,1,reg32,59545
Saint-Soupplets,155,IDF_DEP_77,77437
Saint-Sulpice-d'Excideuil,4,reg75,24505
Saint-Sulpice-de-Cognac,1,reg75,16355
Saint-Sulpice-de-Faleyrens,61,reg75,33480
Saint-Sulpice-de-Pommeray,73,reg24,41230
Saint-Sulpice-de-Royan,11,reg75,17409
Saint-Sulpice-en-Pareds,4,reg52,85271
Saint-Sulpice-et-Cameyrac,208,reg75,33483
Saint-Sulpice-la-Pointe,242,reg76,81271
Saint-Sulpice-le-Dunois,5,reg75,23244
Saint-Sulpice-le-Guérétois,18,reg75,23245
Saint-Sulpice-les-Champs,5,reg75,23246
Saint-Sulpice-sur-Lèze,100,reg76,31517
Saint-Sulpice-sur-Risle,22,reg28,61456
Saint-Sylvain,37,reg28,14659
Saint-Sylvain,37,reg28,76651
Saint-Sylvestre,2,reg84,74254
Saint-Sylvestre,2,reg84,07297
Saint-Sylvestre-Cappel,60,reg32,59546
Saint-Sylvestre-Pragoulin,7,reg84,63400
Saint-Sylvestre-sur-Lot,65,reg75,47280
Saint-Symphorien,6,reg52,72321
Saint-Symphorien,88,reg75,33484
Saint-Symphorien,88,reg75,79298
Saint-Symphorien-d'Ozon,207,reg84,69291
Saint-Symphorien-sous-Chomérac,42,reg84,07298
Saint-Symphorien-sur-Coise,296,reg84,69238
Saint-Thégonnec Loc-Eguiner,78,reg53,29266
Saint-Thélo,5,reg53,22330
Saint-Thibault-des-Vignes,418,IDF_DEP_77,77438
Saint-Thois,21,reg53,29267
Saint-Thomas-de-Conac,4,reg75,17410
Saint-Thomas-de-Courceriers,3,reg52,53256
Saint-Thonan,38,reg53,29268
Saint-Thuriau,34,reg53,56237
Saint-Thurien,20,reg53,29269
Saint-Trimoël,5,reg53,22332
Saint-Trivier-de-Courtes,76,reg84,01388
Saint-Trivier-sur-Moignans,112,reg84,01389
Saint-Trojan-les-Bains,101,reg75,17411
Saint-Tugdual,16,reg53,56238
Saint-Urbain,15,reg53,29270
Saint-Urbain,12,reg52,85273
Saint-Vaast-d'Équiqueville,21,reg28,76652
Saint-Vaast-Dieppedalle,11,reg28,76653
Saint-Vaast-en-Cambrésis,18,reg32,59547
Saint-Vaast-la-Hougue,209,reg28,50562
Saint-Vaize,9,reg75,17412
Saint-Valérien,117,reg27,89370
Saint-Valérien,16,reg52,85274
Saint-Valery-en-Caux,538,reg28,76655
Saint-Valery-sur-Somme,97,reg32,80721
Saint-Vallier-de-Thiey,77,reg93,06130
Saint-Vaury,126,reg75,23247
Saint-Vérand,13,reg84,69239
Saint-Vérand,13,reg84,38463
Saint-Viance,13,reg75,19246
Saint-Viâtre,42,reg24,41231
Saint-Viaud,27,reg52,44192
Saint-Victeur,3,reg52,72323
Saint-Victor,59,reg84,07301
Saint-Victor,59,reg84,15217
Saint-Victor,59,reg84,03262
Saint-Victor-en-Marche,11,reg75,23248
Saint-Victor-l'Abbaye,61,reg28,76656
Saint-Victor-sur-Avre,1,reg28,27610
Saint-Vigor-d'Ymonville,12,reg28,76657
Saint-Vigor-le-Grand,136,reg28,14663
Saint-Vincent-de-Barrès,5,reg84,07302
Saint-Vincent-de-Connezac,9,reg75,24509
Saint-Vincent-de-Paul,113,reg75,33487
Saint-Vincent-de-Paul,113,reg75,40283
Saint-Vincent-de-Reins,11,reg84,69240
Saint-Vincent-de-Tyrosse,358,reg75,40284
Saint-Vincent-des-Landes,16,reg52,44193
Saint-Vincent-des-Prés,9,reg52,72324
Saint-Vincent-du-Lorouër,30,reg52,72325
Saint-Vincent-Sterlanges,22,reg52,85276
Saint-Vincent-sur-Graon,17,reg52,85277
Saint-Vincent-sur-Jard,17,reg52,85278
Saint-Vincent-sur-Oust,30,reg53,56239
Saint-Vite,33,reg75,47283
Saint-Vivien,26,reg75,17413
Saint-Vivien,26,reg75,24514
Saint-Vivien-de-Médoc,14,reg75,33490
Saint-Vougay,38,reg53,29271
Saint-Vran,10,reg53,22333
Saint-Waast,1,reg32,59548
Saint-Witz,2,IDF_DEP_95,95580
Saint-Xandre,128,reg75,17414
Saint-Yaguen,13,reg75,40285
Saint-Ybard,4,reg75,19248
Saint-Yorre,202,reg84,03264
Saint-Yrieix-la-Montagne,2,reg75,23249
Saint-Yrieix-le-Déjalat,4,reg75,19249
Saint-Yrieix-sur-Charente,298,reg75,16358
Saint-Yvi,139,reg53,29272
Saint-Yzan-de-Soudiac,79,reg75,33492
Saint Aulaye-Puymangou,39,reg75,24376
Saint François Longchamp,39,reg84,73235
Saint Martin de l'If,61,reg28,76289
Saint Privat en Périgord,20,reg75,24490
Sainte-Adresse,437,reg28,76552
Sainte-Agathe-d'Aliermont,9,reg28,76553
Sainte-Agathe-la-Bouteresse,44,reg84,42197
Sainte-Agnès,29,reg93,06113
Sainte-Agnès,16,reg27,39474
Sainte-Anne,9,reg24,41200
Sainte-Anne-d'Auray,14,reg53,56263
Sainte-Anne-sur-Brivet,14,reg52,44152
Sainte-Anne-sur-Vilaine,15,reg53,35249
Sainte-Austreberthe,61,reg28,76566
Sainte-Bazeille,88,reg75,47233
Sainte-Catherine,32,reg84,69184
Sainte-Catherine,32,reg84,63328
Sainte-Catherine-de-Fierbois,37,reg24,37212
Sainte-Cécile,27,reg52,85202
Sainte-Cécile-les-Vignes,56,reg93,84106
Sainte-Colombe,114,reg84,69189
Sainte-Colombe,6,reg28,76569
Sainte-Colombe,6,reg28,50457
Sainte-Colombe-sur-l'Hers,6,reg76,11336
Sainte-Consorce,28,reg84,69190
Sainte-Croix,23,reg27,71401
Sainte-Croix-du-Mont,17,reg75,33392
Sainte-Croix-Volvestre,6,reg76,09257
Sainte-Eulalie,263,reg75,33397
Sainte-Eulalie-d'Ans,2,reg75,24401
Sainte-Eulalie-en-Born,31,reg75,40257
Sainte-Euphémie,32,reg84,01353
Sainte-Eusoye,1,reg32,60573
Sainte-Féréole,17,reg75,19202
Sainte-Feyre,27,reg75,23193
Sainte-Flaive-des-Loups,50,reg52,85211
Sainte-Fortunade,13,reg75,19203
Sainte-Foy,4,reg75,40258
Sainte-Foy,33,reg52,85214
Sainte-Foy-d'Aigrefeuille,30,reg76,31480
Sainte-Foy-de-Peyrolières,13,reg76,31481
Sainte-Foy-l'Argentière,111,reg84,69201
Sainte-Foy-la-Grande,274,reg75,33402
Sainte-Foy-lès-Lyon,1126,reg84,69202
Sainte-Foy-Saint-Sulpice,3,reg84,42221
Sainte-Foy-Tarentaise,10,reg84,73232
Sainte-Gauburge-Sainte-Colombe,77,reg28,61389
Sainte-Gemme-la-Plaine,19,reg52,85216
Sainte-Gemme-Martaillac,4,reg75,47244
Sainte-Gemmes-le-Robert,5,reg52,53218
Sainte-Gemmes-sur-Loire,204,reg52,49278
Sainte-Geneviève,204,reg32,60575
Sainte-Geneviève,204,reg32,02678
Sainte-Geneviève-des-Bois,67,reg24,45278
Sainte-Hélène,28,reg53,56220
Sainte-Hélène,4,reg27,71426
Sainte-Hélène,79,reg75,33417
Sainte-Hélène-Bondeville,7,reg28,76587
Sainte-Hélène-du-Lac,16,reg84,73240
Sainte-Hélène-sur-Isère,83,reg84,73241
Sainte-Hermine,88,reg52,85223
Sainte-Honorine-du-Fay,17,reg28,14592
Sainte-Honorine-la-Chardonne,7,reg28,61407
Sainte-Honorine-la-Guillaume,4,reg28,61408
Sainte-Jamme-sur-Sarthe,98,reg52,72289
Sainte-Julie,14,reg84,01366
Sainte-Livrade-sur-Lot,203,reg75,47252
Sainte-Luce-sur-Loire,1000,reg52,44172
Sainte-Marguerite-d'Elle,33,reg28,14614
Sainte-Marguerite-sur-Duclair,63,reg28,76608
Sainte-Marie-au-Bosc,1,reg28,76609
Sainte-Marie-Cappel,19,reg32,59536
Sainte-Marie-d'Alvey,2,reg84,73254
Sainte-Marie-d'Attez,4,reg28,27578
Sainte-Marie-de-Cuines,12,reg84,73255
Sainte-Marie-de-Gosse,12,reg75,40271
Sainte-Marie-de-Ré,80,reg75,17360
Sainte-Marie-des-Champs,84,reg28,76610
Sainte-Marie-la-Mer,118,reg76,66182
Sainte-Maure,94,reg44,10352
Sainte-Maure-de-Touraine,312,reg24,37226
Sainte-Même,2,reg75,17374
Sainte-Mesme,4,IDF_DEP_78,78569
Sainte-Montaine,4,reg24,18227
Sainte-Olive,2,reg84,01382
Sainte-Opportune-la-Mare,8,reg28,27577
Sainte-Pazanne,170,reg52,44186
Sainte-Pexine,5,reg52,85261
Sainte-Radegonde,9,reg75,33468
Sainte-Radegonde,9,reg75,17389
Sainte-Radegonde,9,reg75,24492
Sainte-Radégonde-des-Noyers,9,reg52,85267
Sainte-Reine-de-Bretagne,13,reg52,44189
Sainte-Savine,1310,reg44,10362
Sainte-Scolasse-sur-Sarthe,56,reg28,61454
Sainte-Sève,10,reg53,29265
Sainte-Solange,52,reg24,18235
Sainte-Soulle,54,reg75,17407
Sainte-Suzanne-et-Chammes,17,reg52,53255
Sainte-Terre,6,reg75,33485
Sainte-Thorette,5,reg24,18237
Sainte-Tulle,206,reg93,04197
Sainte-Valière,13,reg76,11366
Saintes,2487,reg75,17415
Saintines,35,reg32,60578
Saints-en-Puisaye,6,reg27,89367
Saires-la-Verrerie,7,reg28,61459
Saissac,76,reg76,11367
Saïx,47,reg76,81273
Salans,5,reg27,39498
Salavre,4,reg84,01391
Salbris,728,reg24,41232
Saleilles,265,reg76,66189
Salers,10,reg84,15219
Sales,8,reg84,74255
Salesches,6,reg32,59549
Saleux,201,reg32,80724
Salies-de-Béarn,140,reg75,64499
Salies-du-Salat,167,reg76,31523
Salignac,18,reg93,04200
Salignac-Eyvigues,25,reg75,24516
Saligny,1,reg27,89373
Saligny-sur-Roudon,18,reg84,03265
Saline,317,reg28,14712
Salins,2,reg84,15220
Salins-les-Bains,282,reg27,39500
Sallanches,912,reg84,74256
Sallèles-d'Aude,79,reg76,11369
Sallenelles,4,reg28,14665
Sallenôves,12,reg84,74257
Sallertaine,10,reg52,85280
Salles,2,reg76,65400
Salles,2,reg76,81275
Salles,189,reg75,47284
Salles,189,reg75,33498
Salles,189,reg75,79303
Salles-Arbuissonnas-en-Beaujolais,11,reg84,69172
Salles-d'Angles,1,reg75,16359
Salles-d'Aude,38,reg76,11370
Salles-Mongiscard,4,reg75,64500
Salles-sur-Garonne,18,reg76,31525
Salles-sur-l'Hers,20,reg76,11371
Salles-sur-Mer,18,reg75,17420
Salomé,199,reg32,59550
Salon,4,reg44,10365
Salon-la-Tour,9,reg75,19250
Salouël,203,reg32,80725
Salses-le-Château,93,reg76,66190
Salsigne,34,reg76,11372
Salvagnac,16,reg76,81276
Samadet,12,reg75,40286
Saman,4,reg76,31528
Sambin,10,reg24,41233
Saméon,13,reg32,59551
Sames,14,reg75,64502
Samoëns,97,reg84,74258
Samognat,9,reg84,01392
Samois-sur-Seine,20,IDF_DEP_77,77441
Samoreau,137,IDF_DEP_77,77442
Sampans,34,reg27,39501
San-Martino-di-Lota,34,reg94,2B305
San-Nicolao,122,reg94,2B313
Sancergues,82,reg24,18240
Sancerre,143,reg24,18241
Sancoins,272,reg24,18242
Sandillon,41,reg24,45300
Sandouville,31,reg28,76660
Sandrans,5,reg84,01393
Sanguinet,92,reg75,40287
Sanilhac,119,reg75,24312
Sannat,5,reg75,23167
Sannes,4,reg93,84121
Sannois,2761,IDF_DEP_95,95582
Sansac-de-Marmiesse,53,reg84,15221
Sanssat,24,reg84,03266
Santa-Lucia-di-Moriani,52,reg94,2B307
Santa-Maria-Poggio,21,reg94,2B311
Santa-Reparata-di-Balagna,29,reg94,2B316
Santeau,2,reg24,45301
Santec,39,reg53,29273
Santeny,274,IDF_DEP_94,94070
Santes,201,reg32,59553
Saône,4,reg27,25532
Saonnet,1,reg28,14668
Saorge,2,reg93,06132
Sap-en-Auge,51,reg28,61460
Saran,1496,reg24,45302
Sarceaux,8,reg28,61462
Sarcelles,10641,IDF_DEP_95,95585
Sarcey,22,reg84,69173
Sardent,21,reg75,23168
Sardon,3,reg84,63406
Sare,24,reg75,64504
Sargé-lès-le-Mans,171,reg52,72328
Sargé-sur-Braye,20,reg24,41235
Sari-d'Orcino,5,reg94,2A270
Sari-Solenzara,111,reg94,2A269
Sarlande,4,reg75,24519
Sarlat-la-Canéda,599,reg75,24520
Sarliac-sur-l'Isle,40,reg75,24521
Sarran,1,reg75,19251
Sarrance,1,reg75,64506
Sarremezan,13,reg76,31532
Sarrians,226,reg93,84122
Sarrigné,6,reg52,49326
Sarrola-Carcopino,357,reg94,2A271
Sarroux - Saint Julien,2,reg75,19252
Sarry,2,reg27,89376
Sarry,2,reg27,71500
Sars-Poteries,65,reg32,59555
Sartène,155,reg94,2A272
Sartilly-Baie-Bocage,99,reg28,50565
Sartrouville,5418,IDF_DEP_78,78586
Sarzeau,193,reg53,56240
Sassay,3,reg24,41237
Sassegnies,3,reg32,59556
Sassetot-le-Mauconduit,37,reg28,76663
Sasseville,13,reg28,76664
Sathonay-Camp,758,reg84,69292
Sathonay-Village,37,reg84,69293
Saubens,65,reg76,31533
Saubion,17,reg75,40291
Saubrigues,8,reg75,40292
Saubusse,30,reg75,40293
Saucats,32,reg75,33501
Saugnacq-et-Muret,31,reg75,40295
Saugon,1,reg75,33502
Saujon,146,reg75,17421
Saulces-Monclin,4,reg44,08402
Saulges,4,reg52,53257
Sault,42,reg93,84123
Sault-Brénaz,89,reg84,01396
Sault-de-Navailles,12,reg75,64510
Sault-lès-Rethel,338,reg44,08403
Saultain,148,reg32,59557
Saulzais-le-Potier,22,reg24,18245
Saulzoir,31,reg32,59558
Saumane-de-Vaucluse,8,reg93,84124
Saumur,3382,reg52,49328
Saunay,10,reg24,37240
Sauqueville,1,reg28,76667
Sausses,2,reg93,04202
Sautron,472,reg52,44194
Sauvagnat-Sainte-Marthe,14,reg84,63411
Sauvagnon,82,reg75,64511
Sauvat,1,reg84,15223
Sauverny,56,reg84,01397
Sauveterre-de-Béarn,74,reg75,64513
Sauveterre-de-Comminges,7,reg76,31535
Sauveterre-de-Guyenne,140,reg75,33506
Sauveterre-la-Lémance,6,reg75,47292
Sauveterre-Saint-Denis,3,reg75,47293
Sauviac,6,reg75,33507
Sauvigny-le-Bois,25,reg27,89378
Sauxillanges,18,reg84,63415
Sauzon,16,reg53,56241
Savenay,488,reg52,44195
Savennières,51,reg52,49329
Saverdun,146,reg76,09282
Saveuse,1,reg32,80730
Savignac-Lédrier,2,reg75,24526
Savignac-les-Églises,76,reg75,24527
Savignac-les-Ormeaux,24,reg76,09283
Savigné-l'Évêque,99,reg52,72329
Savigné-sous-le-Lude,1,reg52,72330
Savigné-sur-Lathan,81,reg24,37241
Savigneux,48,reg84,42299
Savigneux,48,reg84,01398
Savigny,84,reg84,74260
Savigny,84,reg84,69175
Savigny-en-Sancerre,28,reg24,18246
Savigny-en-Septaine,13,reg24,18247
Savigny-en-Véron,49,reg24,37242
Savigny-le-Temple,3093,IDF_DEP_77,77445
Savigny-sur-Braye,98,reg24,41238
Savins,3,IDF_DEP_77,77446
Savoillan,3,reg93,84125
Savonnières,36,reg24,37243
Saxel,17,reg84,74261
Sayat,16,reg84,63417
Scaër,143,reg53,29274
Sceaux,1974,IDF_DEP_92,92071
Sceaux-d'Anjou,19,reg52,49330
Sceaux-du-Gâtinais,7,reg24,45303
Sceaux-sur-Huisne,25,reg52,72331
Scientrier,26,reg84,74262
Sciez,363,reg84,74263
Scionzier,715,reg84,74264
Scrignac,6,reg53,29275
Sébécourt,6,reg28,27618
Seboncourt,1,reg32,02703
Sebourg,7,reg32,59559
Sécheval,3,reg44,08408
Seclin,1467,reg32,59560
Sedan,3700,reg44,08409
Sées,497,reg28,61464
Ségny,65,reg84,01399
Segonzac,32,reg75,19253
Segonzac,32,reg75,24529
Segonzac,32,reg75,16366
Segré-en-Anjou Bleu,1328,reg52,49331
Seiches-sur-le-Loir,222,reg52,49333
Seignelay,36,reg27,89382
Seignosse,43,reg75,40296
Seigy,18,reg24,41239
Seilh,4,reg76,31541
Seilhac,70,reg75,19255
Seine-Port,6,IDF_DEP_77,77447
Seix,23,reg76,09285
Selles-Saint-Denis,58,reg24,41241
Selles-sur-Cher,273,reg24,41242
Sellières,21,reg27,39508
Selommes,26,reg24,41243
Sémalens,7,reg76,81281
Semblançay,5,reg24,37245
Sémeries,2,reg32,59562
Semoine,17,reg44,10369
Semoy,163,reg24,45308
Semur-en-Vallon,24,reg52,72333
Semussac,43,reg75,17425
Senan,17,reg27,89384
Séné,540,reg53,56243
Sennely,15,reg24,45309
Sennevières,4,reg24,37246
Senneville-sur-Fécamp,1,reg28,76670
Sennevoy-le-Haut,1,reg27,89386
Senonnes,8,reg52,53259
Senouillac,1,reg76,81283
Sens,4524,reg27,89387
Senven-Léhart,3,reg53,22335
Sepmes,57,reg24,37247
Septmoncel les Molunes,14,reg27,39510
Septmonts,17,reg32,02706
Sequedin,112,reg32,59566
Seraucourt-le-Grand,15,reg32,02710
