"","equiv","NOM_IRIS"
"8457","pauvres","Merisiers /14 juillet"
"8460","pauvres","Merisiers /14 juillet"
"8461","pauvres","Merisiers /14 juillet"
"8462","pauvres","Merisiers /14 juillet"
"8463","pauvres","Merisiers /14 juillet"
"8464","pauvres","Merisiers /14 juillet"
"8465","pauvres","Merisiers /14 juillet"
"8466","pauvres","Merisiers /14 juillet"
"8467","pauvres","Merisiers /14 juillet"
"8468","pauvres","Merisiers /14 juillet"
"8469","pauvres","Merisiers /14 juillet"
"8470","pauvres","Merisiers /14 juillet"
"8471","pauvres","Merisiers /14 juillet"
"8472","pauvres","Merisiers /14 juillet"
"8473","pauvres","Merisiers /14 juillet"
"8474","pauvres","Merisiers /14 juillet"
"8475","pauvres","Merisiers /14 juillet"
"8477","pauvres","Merisiers /14 juillet"
"8478","pauvres","Merisiers /14 juillet"
"8479","pauvres","Merisiers /14 juillet"
"8480","pauvres","Merisiers /14 juillet"
"8481","pauvres","Merisiers /14 juillet"
"8482","pauvres","Merisiers /14 juillet"
"8483","pauvres","Merisiers /14 juillet"
"8484","pauvres","Merisiers /14 juillet"
"8487","pauvres","Merisiers /14 juillet"
"8488","pauvres","Merisiers /14 juillet"
"8489","pauvres","Merisiers /14 juillet"
"8490","pauvres","Merisiers /14 juillet"
"8491","pauvres","Merisiers /14 juillet"
"8492","pauvres","Merisiers /14 juillet"
"8493","pauvres","Merisiers /14 juillet"
"8496","pauvres","Merisiers /14 juillet"
"8497","pauvres","Merisiers /14 juillet"
"8498","pauvres","Merisiers /14 juillet"
"8499","pauvres","Merisiers /14 juillet"
"8500","pauvres","Merisiers /14 juillet"
"8501","pauvres","Merisiers /14 juillet"
"8502","pauvres","Merisiers /14 juillet"
"8503","pauvres","Merisiers /14 juillet"
"8505","pauvres","Merisiers /14 juillet"
"8506","pauvres","Merisiers /14 juillet"
"8507","pauvres","Merisiers /14 juillet"
"8508","pauvres","Merisiers /14 juillet"
"8509","pauvres","Merisiers /14 juillet"
"8510","pauvres","Merisiers /14 juillet"
"8511","pauvres","Merisiers /14 juillet"
"8512","pauvres","Merisiers /14 juillet"
"8513","pauvres","Merisiers /14 juillet"
"8515","pauvres","Merisiers /14 juillet"
"8516","pauvres","Merisiers /14 juillet"
"8517","pauvres","Merisiers /14 juillet"
"8518","pauvres","Merisiers /14 juillet"
"8519","pauvres","Merisiers /14 juillet"
"8520","pauvres","Merisiers /14 juillet"
"8521","pauvres","Merisiers /14 juillet"
"8522","pauvres","Merisiers /14 juillet"
"8523","pauvres","Merisiers /14 juillet"
"8524","pauvres","Merisiers /14 juillet"
"8525","pauvres","Merisiers /14 juillet"
"8526","pauvres","Merisiers /14 juillet"
"8527","pauvres","Merisiers /14 juillet"
"8528","pauvres","Merisiers /14 juillet"
"8529","pauvres","Merisiers /14 juillet"
"8530","pauvres","Merisiers /14 juillet"
"8531","pauvres","Merisiers /14 juillet"
"8532","pauvres","Merisiers /14 juillet"
"8533","pauvres","Merisiers /14 juillet"
"8534","pauvres","Merisiers /14 juillet"
"8535","pauvres","Merisiers /14 juillet"
"8536","pauvres","Merisiers /14 juillet"
"8537","pauvres","Merisiers /14 juillet"
"8538","pauvres","Merisiers /14 juillet"
"8539","pauvres","Merisiers /14 juillet"
"8540","pauvres","Merisiers /14 juillet"
"8541","pauvres","Merisiers /14 juillet"
"8542","pauvres","Merisiers /14 juillet"
"8543","pauvres","Merisiers /14 juillet"
"8544","pauvres","Merisiers /14 juillet"
"8545","pauvres","Merisiers /14 juillet"
"8546","pauvres","Merisiers /14 juillet"
"8547","pauvres","Merisiers /14 juillet"
"8548","pauvres","Merisiers /14 juillet"
"8549","pauvres","Merisiers /14 juillet"
"8550","pauvres","Merisiers /14 juillet"
"8551","pauvres","Merisiers /14 juillet"
"8552","pauvres","Merisiers /14 juillet"
"8553","pauvres","Merisiers /14 juillet"
"8554","pauvres","Merisiers /14 juillet"
"8555","pauvres","Merisiers /14 juillet"
"8556","pauvres","Merisiers /14 juillet"
"8557","pauvres","Merisiers /14 juillet"
"8558","pauvres","Merisiers /14 juillet"
"8559","pauvres","Merisiers /14 juillet"
"8560","pauvres","Merisiers /14 juillet"
"8561","pauvres","Merisiers /14 juillet"
"8562","pauvres","Merisiers /14 juillet"
"8563","pauvres","Merisiers /14 juillet"
"8564","pauvres","Merisiers /14 juillet"
"8565","pauvres","Merisiers /14 juillet"
"8566","pauvres","Merisiers /14 juillet"
"8567","pauvres","Merisiers /14 juillet"
"8568","pauvres","Merisiers /14 juillet"
"8569","pauvres","Merisiers /14 juillet"
"8570","pauvres","Merisiers /14 juillet"
"8571","pauvres","Merisiers /14 juillet"
"8607","pauvres","Merisiers /14 juillet"
"8633","pauvres","Merisiers /14 juillet"
"8649","pauvres","Merisiers /14 juillet"
"8650","pauvres","Merisiers /14 juillet"
"8659","pauvres","Merisiers /14 juillet"
"8660","pauvres","Merisiers /14 juillet"
"8669","pauvres","Merisiers /14 juillet"
"8670","pauvres","Merisiers /14 juillet"
"8674","pauvres","Merisiers /14 juillet"
"8675","pauvres","Merisiers /14 juillet"
"8676","pauvres","Merisiers /14 juillet"
"8677","pauvres","Merisiers /14 juillet"
"8678","pauvres","Merisiers /14 juillet"
"8679","pauvres","Merisiers /14 juillet"
"8680","pauvres","Merisiers /14 juillet"
"8681","pauvres","Merisiers /14 juillet"
"8682","pauvres","Merisiers /14 juillet"
"8683","pauvres","Merisiers /14 juillet"
"8684","pauvres","Merisiers /14 juillet"
"8813","pauvres","Merisiers /14 juillet"
"8822","pauvres","Merisiers /14 juillet"
"8823","pauvres","Merisiers /14 juillet"
"8840","pauvres","Merisiers /14 juillet"
"8849","pauvres","Merisiers /14 juillet"
"8858","pauvres","Merisiers /14 juillet"
"8859","pauvres","Merisiers /14 juillet"
"8868","pauvres","Merisiers /14 juillet"
"8877","pauvres","Merisiers /14 juillet"
"8878","pauvres","Merisiers /14 juillet"
"8936","pauvres","Merisiers /14 juillet"
"8937","pauvres","Merisiers /14 juillet"
"8938","pauvres","Merisiers /14 juillet"
"8939","pauvres","Merisiers /14 juillet"
"8940","pauvres","Merisiers /14 juillet"
"8941","pauvres","Merisiers /14 juillet"
"8942","pauvres","Merisiers /14 juillet"
"8943","pauvres","Merisiers /14 juillet"
"8944","pauvres","Merisiers /14 juillet"
"8945","pauvres","Merisiers /14 juillet"
"8946","pauvres","Merisiers /14 juillet"
"8947","pauvres","Merisiers /14 juillet"
"8948","pauvres","Merisiers /14 juillet"
"8949","pauvres","Merisiers /14 juillet"
"8950","pauvres","Merisiers /14 juillet"
"8951","pauvres","Merisiers /14 juillet"
"8952","pauvres","Merisiers /14 juillet"
"8953","pauvres","Merisiers /14 juillet"
"8954","pauvres","Merisiers /14 juillet"
"8955","pauvres","Merisiers /14 juillet"
"8956","pauvres","Merisiers /14 juillet"
"8957","pauvres","Merisiers /14 juillet"
"8958","pauvres","Merisiers /14 juillet"
"8959","pauvres","Merisiers /14 juillet"
"8960","pauvres","Merisiers /14 juillet"
"8961","pauvres","Merisiers /14 juillet"
"8962","pauvres","Merisiers /14 juillet"
"8963","pauvres","Merisiers /14 juillet"
"8964","pauvres","Merisiers /14 juillet"
"8965","pauvres","Merisiers /14 juillet"
"8966","pauvres","Merisiers /14 juillet"
"8967","pauvres","Merisiers /14 juillet"
"8968","pauvres","Merisiers /14 juillet"
"8969","pauvres","Merisiers /14 juillet"
"8970","pauvres","Merisiers /14 juillet"
"8971","pauvres","Merisiers /14 juillet"
"8972","pauvres","Merisiers /14 juillet"
"8973","pauvres","Merisiers /14 juillet"
"8974","pauvres","Merisiers /14 juillet"
"8975","pauvres","Merisiers /14 juillet"
"8976","pauvres","Merisiers /14 juillet"
"8977","pauvres","Merisiers /14 juillet"
"8978","pauvres","Merisiers /14 juillet"
"8979","pauvres","Merisiers /14 juillet"
"8980","pauvres","Merisiers /14 juillet"
"8981","pauvres","Merisiers /14 juillet"
"8982","pauvres","Merisiers /14 juillet"
"8983","pauvres","Merisiers /14 juillet"
"8984","pauvres","Merisiers /14 juillet"
"8985","pauvres","Merisiers /14 juillet"
"8986","pauvres","Merisiers /14 juillet"
"8987","pauvres","Merisiers /14 juillet"
"8988","pauvres","Merisiers /14 juillet"
"8989","pauvres","Merisiers /14 juillet"
"8990","pauvres","Merisiers /14 juillet"
"8991","pauvres","Merisiers /14 juillet"
"8992","pauvres","Merisiers /14 juillet"
"8993","pauvres","Merisiers /14 juillet"
"8994","pauvres","Merisiers /14 juillet"
"8995","pauvres","Merisiers /14 juillet"
"8996","pauvres","Merisiers /14 juillet"
"8997","pauvres","Merisiers /14 juillet"
"8998","pauvres","Merisiers /14 juillet"
"8999","pauvres","Merisiers /14 juillet"
"9000","pauvres","Merisiers /14 juillet"
"9001","pauvres","Merisiers /14 juillet"
"9002","pauvres","Merisiers /14 juillet"
"9003","pauvres","Merisiers /14 juillet"
"9004","pauvres","Merisiers /14 juillet"
"9005","pauvres","Merisiers /14 juillet"
"9006","pauvres","Merisiers /14 juillet"
"9007","pauvres","Merisiers /14 juillet"
"9008","pauvres","Merisiers /14 juillet"
"9009","pauvres","Merisiers /14 juillet"
"9010","pauvres","Merisiers /14 juillet"
"9011","pauvres","Merisiers /14 juillet"
"9012","pauvres","Merisiers /14 juillet"
"9013","pauvres","Merisiers /14 juillet"
"9014","pauvres","Merisiers /14 juillet"
"9015","pauvres","Merisiers /14 juillet"
"9016","pauvres","Merisiers /14 juillet"
"9017","pauvres","Merisiers /14 juillet"
"9018","pauvres","Merisiers /14 juillet"
"9019","pauvres","Merisiers /14 juillet"
"9020","pauvres","Merisiers /14 juillet"
"9021","pauvres","Merisiers /14 juillet"
"9022","pauvres","Merisiers /14 juillet"
"9023","pauvres","Merisiers /14 juillet"
"9024","pauvres","Merisiers /14 juillet"
"9025","pauvres","Merisiers /14 juillet"
"9026","pauvres","Merisiers /14 juillet"
"9027","pauvres","Merisiers /14 juillet"
"9028","pauvres","Merisiers /14 juillet"
"9029","pauvres","Merisiers /14 juillet"
"9030","pauvres","Merisiers /14 juillet"
"9031","pauvres","Merisiers /14 juillet"
"9032","pauvres","Merisiers /14 juillet"
"9033","pauvres","Merisiers /14 juillet"
"9034","pauvres","Merisiers /14 juillet"
"9035","pauvres","Merisiers /14 juillet"
"9036","pauvres","Merisiers /14 juillet"
"9037","pauvres","Merisiers /14 juillet"
"6","très pauvres","Noue Caillet /Terre Saint Blaise /les Galiotes"
"13","très pauvres","Noue Caillet /Terre Saint Blaise /les Galiotes"
"21","très pauvres","Noue Caillet /Terre Saint Blaise /les Galiotes"
"27","très pauvres","Noue Caillet /Terre Saint Blaise /les Galiotes"
"32","très pauvres","Noue Caillet /Terre Saint Blaise /les Galiotes"
"35","très pauvres","Noue Caillet /Terre Saint Blaise /les Galiotes"
"43","très pauvres","Noue Caillet /Terre Saint Blaise /les Galiotes"
"45","très pauvres","Noue Caillet /Terre Saint Blaise /les Galiotes"
"48","très pauvres","Noue Caillet /Terre Saint Blaise /les Galiotes"
"56","très pauvres","Noue Caillet /Terre Saint Blaise /les Galiotes"
"57","très pauvres","Noue Caillet /Terre Saint Blaise /les Galiotes"
"59","très pauvres","Noue Caillet /Terre Saint Blaise /les Galiotes"
"60","très pauvres","Noue Caillet /Terre Saint Blaise /les Galiotes"
"64","très pauvres","Noue Caillet /Terre Saint Blaise /les Galiotes"
"68","très pauvres","Noue Caillet /Terre Saint Blaise /les Galiotes"
"70","très pauvres","Noue Caillet /Terre Saint Blaise /les Galiotes"
"72","très pauvres","Noue Caillet /Terre Saint Blaise /les Galiotes"
"73","très pauvres","Noue Caillet /Terre Saint Blaise /les Galiotes"
"76","très pauvres","Noue Caillet /Terre Saint Blaise /les Galiotes"
"81","très pauvres","Noue Caillet /Terre Saint Blaise /les Galiotes"
"88","très pauvres","Noue Caillet /Terre Saint Blaise /les Galiotes"
"90","très pauvres","Noue Caillet /Terre Saint Blaise /les Galiotes"
"102","très pauvres","Noue Caillet /Terre Saint Blaise /les Galiotes"
"103","très pauvres","Noue Caillet /Terre Saint Blaise /les Galiotes"
"104","très pauvres","Noue Caillet /Terre Saint Blaise /les Galiotes"
"107","très pauvres","Noue Caillet /Terre Saint Blaise /les Galiotes"
"108","très pauvres","Noue Caillet /Terre Saint Blaise /les Galiotes"
"113","très pauvres","Noue Caillet /Terre Saint Blaise /les Galiotes"
"116","très pauvres","Noue Caillet /Terre Saint Blaise /les Galiotes"
"117","très pauvres","Noue Caillet /Terre Saint Blaise /les Galiotes"
"118","très pauvres","Noue Caillet /Terre Saint Blaise /les Galiotes"
"119","très pauvres","Noue Caillet /Terre Saint Blaise /les Galiotes"
"123","très pauvres","Noue Caillet /Terre Saint Blaise /les Galiotes"
"124","très pauvres","Noue Caillet /Terre Saint Blaise /les Galiotes"
"128","très pauvres","Noue Caillet /Terre Saint Blaise /les Galiotes"
"130","très pauvres","Noue Caillet /Terre Saint Blaise /les Galiotes"
"132","très pauvres","Noue Caillet /Terre Saint Blaise /les Galiotes"
"133","très pauvres","Noue Caillet /Terre Saint Blaise /les Galiotes"
"135","très pauvres","Noue Caillet /Terre Saint Blaise /les Galiotes"
"136","très pauvres","Noue Caillet /Terre Saint Blaise /les Galiotes"
"138","très pauvres","Noue Caillet /Terre Saint Blaise /les Galiotes"
"140","très pauvres","Noue Caillet /Terre Saint Blaise /les Galiotes"
"142","très pauvres","Noue Caillet /Terre Saint Blaise /les Galiotes"
"145","très pauvres","Noue Caillet /Terre Saint Blaise /les Galiotes"
"147","très pauvres","Noue Caillet /Terre Saint Blaise /les Galiotes"
"151","très pauvres","Noue Caillet /Terre Saint Blaise /les Galiotes"
"152","très pauvres","Noue Caillet /Terre Saint Blaise /les Galiotes"
"153","très pauvres","Noue Caillet /Terre Saint Blaise /les Galiotes"
"274","très pauvres","Noue Caillet /Terre Saint Blaise /les Galiotes"
"286","très pauvres","Noue Caillet /Terre Saint Blaise /les Galiotes"
"297","très pauvres","Noue Caillet /Terre Saint Blaise /les Galiotes"
"348","très pauvres","Noue Caillet /Terre Saint Blaise /les Galiotes"
"350","très pauvres","Noue Caillet /Terre Saint Blaise /les Galiotes"
"352","très pauvres","Noue Caillet /Terre Saint Blaise /les Galiotes"
"368","très pauvres","Noue Caillet /Terre Saint Blaise /les Galiotes"
"383","très pauvres","Noue Caillet /Terre Saint Blaise /les Galiotes"
"390","très pauvres","Noue Caillet /Terre Saint Blaise /les Galiotes"
"396","très pauvres","Noue Caillet /Terre Saint Blaise /les Galiotes"
"397","très pauvres","Noue Caillet /Terre Saint Blaise /les Galiotes"
"398","très pauvres","Noue Caillet /Terre Saint Blaise /les Galiotes"
"399","très pauvres","Noue Caillet /Terre Saint Blaise /les Galiotes"
"400","très pauvres","Noue Caillet /Terre Saint Blaise /les Galiotes"
"406","très pauvres","Noue Caillet /Terre Saint Blaise /les Galiotes"
"430","très pauvres","Noue Caillet /Terre Saint Blaise /les Galiotes"
"433","très pauvres","Noue Caillet /Terre Saint Blaise /les Galiotes"
"447","très pauvres","Noue Caillet /Terre Saint Blaise /les Galiotes"
"460","très pauvres","Noue Caillet /Terre Saint Blaise /les Galiotes"
"461","très pauvres","Noue Caillet /Terre Saint Blaise /les Galiotes"
"463","très pauvres","Noue Caillet /Terre Saint Blaise /les Galiotes"
"466","très pauvres","Noue Caillet /Terre Saint Blaise /les Galiotes"
"469","très pauvres","Noue Caillet /Terre Saint Blaise /les Galiotes"
"470","très pauvres","Noue Caillet /Terre Saint Blaise /les Galiotes"
"471","très pauvres","Noue Caillet /Terre Saint Blaise /les Galiotes"
"472","très pauvres","Noue Caillet /Terre Saint Blaise /les Galiotes"
"477","très pauvres","Noue Caillet /Terre Saint Blaise /les Galiotes"
"507","très pauvres","Noue Caillet /Terre Saint Blaise /les Galiotes"
"511","très pauvres","Noue Caillet /Terre Saint Blaise /les Galiotes"
"526","très pauvres","Noue Caillet /Terre Saint Blaise /les Galiotes"
"545","très pauvres","Noue Caillet /Terre Saint Blaise /les Galiotes"
"589","très pauvres","Noue Caillet /Terre Saint Blaise /les Galiotes"
"630","très pauvres","Noue Caillet /Terre Saint Blaise /les Galiotes"
"633","très pauvres","Noue Caillet /Terre Saint Blaise /les Galiotes"
"638","très pauvres","Noue Caillet /Terre Saint Blaise /les Galiotes"
"645","très pauvres","Noue Caillet /Terre Saint Blaise /les Galiotes"
"648","très pauvres","Noue Caillet /Terre Saint Blaise /les Galiotes"
"649","très pauvres","Noue Caillet /Terre Saint Blaise /les Galiotes"
"758","très pauvres","Noue Caillet /Terre Saint Blaise /les Galiotes"
"767","très pauvres","Noue Caillet /Terre Saint Blaise /les Galiotes"
"1019","très pauvres","Noue Caillet /Terre Saint Blaise /les Galiotes"
"1024","très pauvres","Noue Caillet /Terre Saint Blaise /les Galiotes"
"1028","très pauvres","Noue Caillet /Terre Saint Blaise /les Galiotes"
"1093","très pauvres","Noue Caillet /Terre Saint Blaise /les Galiotes"
"1096","très pauvres","Noue Caillet /Terre Saint Blaise /les Galiotes"
"1113","très pauvres","Noue Caillet /Terre Saint Blaise /les Galiotes"
"1114","très pauvres","Noue Caillet /Terre Saint Blaise /les Galiotes"
"1115","très pauvres","Noue Caillet /Terre Saint Blaise /les Galiotes"
"1118","très pauvres","Noue Caillet /Terre Saint Blaise /les Galiotes"
"1135","très pauvres","Noue Caillet /Terre Saint Blaise /les Galiotes"
"1140","très pauvres","Noue Caillet /Terre Saint Blaise /les Galiotes"
"1142","très pauvres","Noue Caillet /Terre Saint Blaise /les Galiotes"
"1156","très pauvres","Noue Caillet /Terre Saint Blaise /les Galiotes"
"1184","pauvres","Noue Caillet /Terre Saint Blaise /les Galiotes"
"1211","pauvres","Noue Caillet /Terre Saint Blaise /les Galiotes"
"1212","pauvres","Noue Caillet /Terre Saint Blaise /les Galiotes"
"1214","pauvres","Noue Caillet /Terre Saint Blaise /les Galiotes"
"1228","pauvres","Noue Caillet /Terre Saint Blaise /les Galiotes"
"1229","pauvres","Noue Caillet /Terre Saint Blaise /les Galiotes"
"1231","pauvres","Noue Caillet /Terre Saint Blaise /les Galiotes"
"1232","pauvres","Noue Caillet /Terre Saint Blaise /les Galiotes"
"1233","pauvres","Noue Caillet /Terre Saint Blaise /les Galiotes"
"1235","pauvres","Noue Caillet /Terre Saint Blaise /les Galiotes"
"1238","pauvres","Noue Caillet /Terre Saint Blaise /les Galiotes"
